Fixation X,Fixation Y,Valid Fixation
0,0,0
0,0,0
0,0,0
0.58442268,0.4760107,1
0.5827602,0.47570164,1
0.54180233,0.39684921,1
0.82283623,0.95970367,1
0,0,0
0.8223661,0.95970367,1
0.81859329,0.95970367,1
0.81775375,0.9575164,1
0.85539482,1.04808777,1
0.86734871,1.07473671,1
0.58179729,0.39543396,1
0.58105003,0.39306679,1
0.58105003,0.39105938,1
0.57545189,0.39089211,1
0.56914268,0.38881828,1
0.56421669,0.38284515,1
0.55534023,0.3827882,1
0.55483841,0.38297485,1
0.55458328,0.38312386,1
0.55481983,0.3889777,1
0.5565815,0.3922718,1
0.55345062,0.39079494,1
0.55673183,0.3879369,1
0.57305523,0.38185299,1
0.57680008,0.38067478,1
0.59384411,0.37731686,1
0.59411758,0.37438889,1
0.59385464,0.36917675,1
0.59364853,0.36346844,1
0.5934676,0.36015533,1
0.59441139,0.35879196,1
0.59590424,0.34803352,1
0.59665703,0.3374646,1
0.59810001,0.33356495,1
0.59858673,0.33670815,1
0.59744701,0.34032707,1
0.59638348,0.34136639,1
0.59650253,0.35296837,1
0.59669483,0.35007038,1
0.59733356,0.35857063,1
0.59792934,0.366651,1
0.59827362,0.38887608,1
0.59842201,0.38879612,1
0.5989603,0.38683521,1
0.59583347,0.38361118,1
0.58803242,0.37546745,1
0.57790401,0.36923985,1
0.57712296,0.36568043,1
0.57598019,0.36542801,1
0.57478901,0.36857254,1
0.57504036,0.366017,1
0.57587795,0.39055336,1
0.57826679,0.39408447,1
0.58062592,0.39424343,1
0.58385647,0.40251652,1
0.58484928,0.41111549,1
0.58437473,0.42563965,1
0.58300655,0.44813728,1
0.58216385,0.45114857,1
0.582197,0.45353703,1
0.58379425,0.4578001,1
0.58647018,0.46085114,1
0.58850471,0.46504581,1
0.58880898,0.4710442,1
0.59048344,0.47616428,1
0.58691238,0.48016823,1
0.57727432,0.48257164,1
0.56706326,0.48252373,1
0.6204673,0.52365337,1
0.61787292,0.50481617,1
0.61729664,0.49454498,1
0.61731083,0.49204498,1
0.61706753,0.4878537,1
0.61692936,0.48690071,1
0.61687611,0.48104847,1
0.61712463,0.47194828,1
0.61807198,0.46698597,1
0.62011234,0.4636446,1
0.62299725,0.46134247,1
0.624552,0.45595936,1
0.62687042,0.43661961,1
0.62650768,0.43415325,1
0.63053188,0.43893188,1
0.62826313,0.44095642,1
0.61456413,0.44542397,1
0.60284218,0.44656025,1
0.59022984,0.44732437,1
0.59126312,0.44722862,1
0.59310806,0.44721191,1
0.5939986,0.44405338,1
0.60169537,0.44135288,1
0.60502602,0.4377356,1
0.60984646,0.4321368,1
0.61615578,0.43076298,1
0.61838623,0.42693321,1
0.62003113,0.41140217,1
0.62653511,0.40360767,1
0.64515945,0.40582191,1
0.66249924,0.43521332,1
0.66852135,0.45747643,1
0.67193947,0.46980598,1
0.68059364,0.46607513,1
0.68208015,0.47043961,1
0.68267235,0.46522556,1
0.68156265,0.44395081,1
0.67986687,0.43467987,1
0.67746368,0.43387844,1
0.67577751,0.42840942,1
0.67390663,0.45115582,1
0.67228195,0.48326759,1
0.67307091,0.48437412,1
0.67171371,0.49030224,1
0.65414856,0.47434101,1
0.64105919,0.46267971,1
0.6428299,0.46443382,1
0.63151367,0.46301785,1
0.5989399,0.45021702,1
0.55419796,0.42102455,1
0.55147182,0.40643536,1
0.55034008,0.4010363,1
0.54950855,0.39870148,1
0.58704102,0.37196365,1
0.58710258,0.41219158,1
0.58540943,0.41219158,1
0.58487041,0.40969158,1
0.58384937,0.40474651,1
0.58338196,0.40474651,1
0.58283947,0.41135284,1
0.57789753,0.40718826,1
0.56614006,0.41907642,1
0.56422913,0.42660313,1
0.56529987,0.42619766,1
0.56724552,0.42506779,1
0.56885124,0.42208954,1
0.57043747,0.42270893,1
0.57114567,0.42389519,1
0.56808132,0.42637093,1
0.56603554,0.42812454,1
0.56496101,0.42732323,1
0.56115448,0.42535362,1
0.56161942,0.42630402,1
0.56311844,0.42738125,1
0.55700783,0.41587421,1
0.54397236,0.43619934,1
0.5272134,0.48207802,1
0.50209763,0.50660599,1
0.50209763,0.52210205,1
0.50276226,0.52570339,1
0.50470119,0.52548759,1
0.50591022,0.52868404,1
0.50569069,0.53367203,1
0.50545906,0.53976555,1
0.50534882,0.56046375,1
0.50784332,0.5659235,1
0.50235172,0.56256893,1
0.48941887,0.55131062,1
0.46361366,0.53202091,1
0.45595554,0.51822735,1
0.45001259,0.50409306,1
0.45098877,0.50462818,1
0.4506839,0.5083263,1
0.4504829,0.51208241,1
0.45259178,0.51234142,1
0,0,0
0.44764904,0.51080357,1
0.45002567,0.51074009,1
0.45869457,0.51420113,1
0.47535564,0.51974197,1
0.49919754,0.52516914,1
0.51560535,0.52360863,1
0.53379738,0.52282066,1
0.53513611,0.52114033,1
0.53942162,0.54358246,1
0.49205891,0.31609423,1
0.49205891,0.32610962,1
0.49139645,0.33349312,1
0.49139645,0.33871029,1
0.48987835,0.33963596,1
0.48933022,0.33737106,1
0.49083984,0.3386834,1
0.49140915,0.3361105,1
0.49146732,0.31756256,1
0.49447544,0.29378948,1
0.50195248,0.28215147,1
0.51142879,0.27903919,1
0.51134754,0.27522388,1
0.51302296,0.27547911,1
0.51494316,0.27323078,1
0.52615662,0.27066002,1
0.541404,0.27256727,1
0.54608822,0.26982325,1
0.54753983,0.27591738,1
0.54593273,0.26769651,1
0.55022335,0.25440346,1
0.54299641,0.29302158,1
0.52392948,0.36430416,1
0.5163887,0.39266884,1
0.51682533,0.39822083,1
0.51708916,0.38766586,1
0.5155756,0.38701153,1
0.53802181,0.39375549,1
0.41220612,0.42107079,1
0.41269417,0.42107079,1
0.41253147,0.4356794,1
0.41096897,0.4381794,1
0.41011299,0.44128666,1
0.40946236,0.44003246,1
0.40947372,0.43948662,1
0.40960697,0.42576023,1
0.40893669,0.40018803,1
0.41026459,0.40290558,1
0.4106303,0.40336422,1
0.41151012,0.41021233,1
0.41370705,0.424002,1
0.41643578,0.42388451,1
0.42468868,0.42459255,1
0.42767696,0.42541805,1
0.42057678,0.43356846,1
0.48773911,0.34184265,1
0.48773911,0.34184265,1
0.48980186,0.35296997,1
0.48852085,0.35519493,1
0.48822456,0.35643375,1
0.48999069,0.35704056,1
0.48831661,0.35700111,1
0.49702477,0.37293262,1
0.49393436,0.39657131,1
0.47329376,0.41927036,1
0.43129105,0.4239225,1
0.42886768,0.42176933,1
0.41564873,0.41453033,1
0.42364723,0.41193989,1
0.42364723,0.41151985,1
0.42263031,0.4108511,1
0.41974098,0.41086327,1
0.41820156,0.41432041,1
0.42067795,0.4152264,1
0.40696789,0.42079029,1
0.42005497,0.43067986,1
0.46070438,0.4282048,1
0.47856224,0.42312202,1
0.48044235,0.42634872,1
0.48058697,0.41644547,1
0.48055172,0.4216037,1
0.47950134,0.45509876,1
0.47770695,0.47337387,1
0.47586117,0.46981483,1
0.47336941,0.4657795,1
0.47172924,0.46475227,1
0.44711834,0.47596386,1
0.60742924,0.32008057,1
0.60742924,0.32008057,1
0.60775547,0.32660587,1
0.60263531,0.32193077,1
0.59907417,0.31103674,1
0.59548748,0.30360693,1
0.59342911,0.3064048,1
0,0,0
0,0,0
0.59135357,0.29413944,1
0,0,0
0.59108791,0.30483309,1
0.54900917,0.21924669,1
0.77773636,0.91057472,1
0.77773636,0.92168175,1
0.77932175,0.92241394,1
0.78253716,0.92241394,1
0.77973557,0.92160271,1
0.79164001,1.0703611,1
0.71210899,0.24942247,1
0.71210899,0.26018515,1
0.71399765,0.27460432,1
0.71938019,0.27714193,1
0.72408966,0.28693995,1
0.72618057,0.29149084,1
0.72798012,0.30172098,1
0.73905708,0.30817492,1
0.74545532,0.30668839,1
0.74994179,0.30699511,1
0.75331223,0.3019025,1
0.75681877,0.32230175,1
0.75888626,0.35021797,1
0.75664078,0.3561224,1
0.75481201,0.3555529,1
0.7523349,0.35304825,1
0.75021118,0.35035648,1
0.75310982,0.34873558,1
0.75440529,0.35063553,1
0.75443634,0.35196358,1
0.78502434,0.34634796,1
0.84346855,0.35008724,1
0.18641289,0.4262991,1
0.18641289,0.43883148,1
0.18641289,0.4406889,1
0.18478769,0.44084366,1
0.18496273,0.43848152,1
0.18625122,0.43652348,1
0.18326359,0.43187813,1
0.18142199,0.42788242,1
0.18424156,0.41989071,1
0.20296368,0.42275608,1
0.27098356,0.37095325,1
0.28107086,0.36870998,1
0.28586851,0.36825619,1
0.2897147,0.3615794,1
0.29192667,0.35798794,1
0.29379915,0.35239391,1
0.29075382,0.35028774,1
0.39051437,0.34784157,1
0.40278839,0.33439259,1
0.40409889,0.34335857,1
0.40488743,0.33836864,1
0.40812294,0.34271557,1
0.41000069,0.34451794,1
0.41551575,0.34630272,1
0.42362904,0.35023006,1
0.4272765,0.34902729,1
0.43150314,0.3426091,1
0.43234985,0.34921207,1
0.37667389,0.36651623,1
0.72858345,0.41541153,1
0.73235352,0.41541153,1
0.72998222,0.41061996,1
0.72761093,0.40725975,1
0.72677567,0.40531441,1
0.7255542,0.39843307,1
0.73017616,0.39787838,1
0.73622894,0.39699158,1
0.64490814,0.39923027,1
0.63918545,0.39923027,1
0.63918545,0.39923027,1
0.63918545,0.39647125,1
0.63609386,0.39562153,1
0.63385429,0.40216946,1
0.63050953,0.41076935,1
0.63201546,0.41673836,1
0.62901539,0.41418152,1
0.62491016,0.41382984,1
0.57086613,0.41236179,1
0.57454063,0.41371704,1
0.59729893,0.41683929,1
0.60423458,0.42237385,1
0.61315601,0.42547672,1
0.61951321,0.42078499,1
0.62151337,0.42427837,1
0.6390276,0.42334793,1
0.64257782,0.39572327,1
0.6486676,0.3764426,1
0.65372894,0.3763456,1
0.65749077,0.37968384,1
0.65895782,0.39845795,1
0.66105446,0.40520962,1
0.66895012,0.39060047,1
0.66795036,0.36610466,1
0.6690863,0.36190968,1
0.67077492,0.35777649,1
0.672509,0.34959141,1
0.67530708,0.34291714,1
0.67614601,0.33721775,1
0,0,0
0,0,0
0,0,0
0.67630066,0.34019463,1
0.67597397,0.33412254,1
0.67579712,0.33668232,1
0.67497215,0.36235855,1
0.67472153,0.38872566,1
0.6605571,0.35403748,1
0.64781425,0.33758125,1
0.64204742,0.33519897,1
0.64096138,0.34188278,1
0.64162842,0.36911263,1
0.64211105,0.37149719,1
0.64269409,0.36909206,1
0.64242035,0.35997128,1
0.64168877,0.36249977,1
0.64125755,0.35786163,1
0.64168564,0.36782749,1
0.64369415,0.37444588,1
0.64533836,0.37813084,1
0.64753212,0.3797776,1
0.64565231,0.38243282,1
0.64467354,0.38085957,1
0.69265915,0.39160862,1
0.36794971,0.25774466,1
0.36794971,0.24955023,1
0.37052258,0.2509313,1
0.37069237,0.25338707,1
0.3706237,0.2571174,1
0.36970016,0.25614573,1
0.3787077,0.24041615,1
0.37639542,0.24618847,1
0.35458187,0.28397881,1
0.32468075,0.39958328,1
0.32980057,0.41788029,1
0.33350266,0.41279064,1
0.33506516,0.41029064,1
0.33883244,0.41726746,1
0.34061039,0.42073063,1
0.34313538,0.41958805,1
0.34688343,0.42612885,1
0.35642506,0.43837029,1
0.36843014,0.45715797,1
0.38042919,0.45496494,1
0.40462952,0.4903846,1
0.32414055,0.22047007,1
0.32414055,0.21259323,1
0.34154774,0.20639395,1
0.34638756,0.2083638,1
0.35015358,0.20828173,1
0.35174236,0.21187159,1
0.35546238,0.21294426,1
0.36222095,0.2136438,1
0.36841312,0.20852558,1
0.42998081,0.28640549,1
0.43129593,0.28640549,1
0.4477673,0.24950514,1
0.45088905,0.24843275,1
0.45509663,0.24780003,1
0.46011574,0.24196827,1
0.4705022,0.23445848,1
0.28256054,0.21878088,1
0.28256054,0.23751383,1
0.29323946,0.23371964,1
0.29854654,0.23005043,1
0.30117702,0.22842003,1
0.30287788,0.22597612,1
0.30525093,0.22870369,1
0.31156357,0.23171711,1
0.31894739,0.23294424,1
0.32412071,0.24295214,1
0.32533459,0.24444088,1
0.32993713,0.24493731,1
0.33428104,0.24540802,1
0.33829887,0.2457723,1
0.34325939,0.24422562,1
0.34776531,0.24073263,1
0.34400623,0.23698187,1
0.33779453,0.23471474,1
0.44725254,0.22622141,1
0.44641987,0.22790735,1
0.44669743,0.22790735,1
0.44698971,0.22094696,1
0.44684547,0.22506386,1
0.44680546,0.22601824,1
0.44560539,0.22496544,1
0.44520084,0.22396326,1
0.44454182,0.22231642,1
0.43791649,0.21567261,1
0.42644432,0.17060322,1
0.54617226,0.45152863,1
0.54955204,0.45715046,1
0.55005611,0.45715046,1
0.55190514,0.45564213,1
0.55206959,0.45349545,1
0.55243191,0.44936295,1
0.55385578,0.44541409,1
0.55591778,0.44310154,1
0.54070412,0.43884029,1
0.6781102,0.37692753,1
0.6781102,0.37692753,1
0.67018677,0.39942192,1
0.66921547,0.40050694,1
0.66682419,0.40005486,1
0.6657679,0.39771641,1
0.66528152,0.40037819,1
0.66540527,0.38986103,1
0.6656617,0.36513889,1
0.667005,0.36463219,1
0.66848297,0.36816463,1
0.66863541,0.36848064,1
0.67093147,0.37524055,1
0.67318649,0.38343876,1
0.67419083,0.39057114,1
0.67682793,0.38994118,1
0.67615295,0.38686592,1
0.67330536,0.38867416,1
0.67263733,0.39127014,1
0.67193214,0.39174862,1
0.66688316,0.39389301,1
0.65931137,0.39238987,1
0.6480323,0.3906823,1
0.6413681,0.39088505,1
0.63791607,0.39029488,1
0.63424614,0.39465149,1
0.62870106,0.39645767,1
0.61673996,0.39836555,1
0.57744705,0.3623214,1
0.57652599,0.352696,1
0.5763715,0.352696,1
0.57138893,0.355196,1
0.57171318,0.35888882,1
0.56628193,0.36906384,1
0.56511955,0.36962757,1
0.5547821,0.3878878,1
0.55071129,0.4003133,1
0.54437214,0.41163219,1
0.53470604,0.39767715,1
0.59325447,0.51995499,1
0.57939995,0.51180805,1
0.57631596,0.50634197,1
0.569967,0.50034378,1
0.56687523,0.49215363,1
0.56204803,0.49018219,1
0.55424011,0.4850486,1
0.55303341,0.48354404,1
0.55321339,0.48448177,1
0.55194027,0.4863237,1
0.55203262,0.49426197,1
0.58399017,0.48740299,1
0.32878174,0.37514797,1
0.3267651,0.36898476,1
0.3267651,0.37323765,1
0.32486958,0.37573765,1
0.32455917,0.3813063,1
0.32430119,0.3957159,1
0.325275,0.40754379,1
0.32552418,0.4331778,1
0.32540077,0.44123245,1
0.32402767,0.4429203,1
0.32245636,0.44636997,1
0.31799461,0.45150879,1
0.31637697,0.45738846,1
0,0,0
0,0,0
0.31666855,0.45980919,1
0.31739197,0.43922256,1
0.31850782,0.41551216,1
0.32580322,0.42520206,1
0.32261623,0.42558792,1
0.26052483,0.28066782,1
0.26247839,0.28472399,1
0.26052483,0.31953653,1
0.24987255,0.32184738,1
0.2438793,0.32608391,1
0.23679375,0.32637241,1
0.2339698,0.32578274,1
0.12531966,0.18392635,1
0.66340012,0.96000053,1
0.66662682,0.96000053,1
0.66771202,0.95415833,1
0.66953957,0.95165833,1
0.75726761,0.29744795,1
0.2472669,0.31054998,1
0.23972374,0.31859728,1
0.23602665,0.31743128,1
0.23335442,0.31992249,1
0.23450686,0.31832829,1
0.23141756,0.31679173,1
0.23297129,0.31485216,1
0.24098085,0.31121973,1
0.26188301,0.30572231,1
0.2689537,0.31895578,1
0.27843832,0.32075695,1
0.27834156,0.31809587,1
0.27796053,0.29956339,1
0,0,0
0,0,0
0,0,0
0.27572845,0.27870661,1
0.32107254,0.45865551,1
0.31769279,0.64100662,1
0.31986645,0.64100662,1
0.31540709,0.33710361,1
0.31337858,0.33710361,1
0.30619146,0.35192249,1
0.30301071,0.35936214,1
0.30017105,0.36434891,1
0.29690577,0.36628345,1
0.29617039,0.3652911,1
0.29537243,0.36978127,1
0.29584595,0.37160885,1
0.29687925,0.37104065,1
0.29756691,0.37330688,1
0.2978664,0.37750401,1
0.29530416,0.37576134,1
0.29476437,0.38454475,1
0.29117105,0.38853542,1
0.28540829,0.38788395,1
0.28467739,0.38618977,1
0.285375,0.38569836,1
0.28303856,0.38459049,1
0.28091745,0.39319908,1
0.30319675,0.38387981,1
0.3335141,0.33567455,1
0.3447916,0.30996075,1
0.34536625,0.31240534,1
0.34508369,0.31359983,1
